report_date,noncomm_long,noncomm_short,net_long,open_interest
2018-08-28,81138,81227,-89,239862
2018-09-04,78184,84062,-5878,244835
2018-09-11,72239,81203,-8964,237726
2018-09-18,74188,75080,-892,244060
2018-09-25,78136,67173,10963,244801
2018-10-02,77255,65750,11505,242360
2018-10-09,72589,65364,7225,245410
2018-10-16,71265,63124,8141,247334
2018-10-23,70584,61936,8648,256644
2018-10-30,71315,70958,357,265564
2018-11-06,72637,67013,5624,257205
2018-11-13,72750,69975,2775,250971
2018-11-20,79998,68058,11940,239017
2018-11-27,76190,65856,10334,224029
2018-12-04,74713,64377,10336,221919
2018-12-11,71721,64922,6799,214206
2018-12-18,76341,79371,-3030,220551
2018-12-24,73142,83399,-10257,224911
2018-12-31,74035,84809,-10774,230197
2019-01-08,71836,91704,-19868,249357
2019-01-15,75020,102910,-27890,278351
2019-01-22,75473,100324,-24851,280028
2019-01-29,75524,98051,-22527,273993
2019-02-05,79480,86165,-6685,257490
2019-02-12,83273,81469,1804,257692
2019-02-19,85416,85542,-126,272004
2019-02-26,96925,75838,21087,269760
2019-03-05,94209,63316,30893,271257
2019-03-12,89275,64257,25018,275086
2019-03-19,83588,66525,17063,272393
2019-03-26,76779,72984,3795,262626
2019-04-02,83355,76362,6993,262507
2019-04-09,82906,78038,4868,259454
2019-04-16,85401,78642,6759,270733
2019-04-23,81777,80908,869,268079
2019-04-30,79434,79687,-253,256106
2019-05-07,73069,86441,-13372,254930
2019-05-14,72397,92310,-19913,267951
2019-05-21,71648,93823,-22175,273936
2019-05-28,72504,97169,-24665,281018
2019-06-04,74595,102590,-27995,292384
2019-06-11,78589,109803,-31214,297885
2019-06-18,81825,105922,-24097,295122
2019-06-25,74779,99812,-25033,255231
2019-07-02,77106,105497,-28391,263659
2019-07-09,76041,116363,-40322,274453
2019-07-16,74246,105534,-31288,278459
2019-07-23,76903,100351,-23448,276154
2019-07-30,76981,106041,-29060,278244
2019-08-06,77402,137537,-60135,314276
2019-08-13,75488,129657,-54169,307384
2019-08-20,74066,124378,-50312,294104
2019-08-27,73066,131573,-58507,268607
2019-09-03,76264,135200,-58936,267681
2019-09-10,77887,118196,-40309,250250
2019-09-17,75452,111568,-36116,243458
2019-09-24,71160,111753,-40593,238338
2019-10-01,71255,118044,-46789,248931
2019-10-08,69801,117928,-48127,262846
2019-10-15,68045,114586,-46541,264279
2019-10-22,69465,109997,-40532,259604
2019-10-29,78390,102032,-23642,255706
2019-11-05,83664,105316,-21652,249535
2019-11-12,75016,99837,-24821,250566
2019-11-19,65019,98630,-33611,239098
2019-11-26,62123,99802,-37679,219084
2019-12-03,64447,101822,-37375,220884
2019-12-10,79923,96437,-16514,239078
2019-12-17,96425,95320,1105,275222
2019-12-24,97981,94424,3557,280142
2019-12-31,99303,93330,5973,273722
2020-01-07,93315,95596,-2281,278454
2020-01-14,104775,100139,4636,291980
2020-01-21,103901,97866,6035,291261
2020-01-28,77457,91414,-13957,258658
2020-02-04,70050,103231,-33181,278303
2020-02-11,68291,112712,-44421,286838
2020-02-18,69942,111304,-41362,293857
2020-02-25,70638,113849,-43211,272845
2020-03-03,67253,105070,-37817,256536
2020-03-10,60177,98908,-38731,240759
2020-03-17,54910,91735,-36825,233939
2020-03-24,46088,70878,-24790,204923
2020-03-31,42804,66401,-23597,198301
2020-04-07,42129,66640,-24511,203075
2020-04-14,43854,66324,-22470,211740
2020-04-21,46890,66755,-19865,197253
2020-04-28,46549,63353,-16804,173761
2020-05-05,45506,64950,-19444,168365
2020-05-12,47426,63233,-15807,173821
2020-05-19,50435,64254,-13819,176498
2020-05-26,50099,59718,-9619,177980
2020-06-02,55698,56593,-895,184653
2020-06-09,58974,48456,10518,186522
2020-06-16,55437,47500,7937,186217
2020-06-23,60670,47020,13650,197829
2020-06-30,67930,47804,20126,196704
2020-07-07,77231,53648,23583,210871
2020-07-14,88974,55829,33145,227043
2020-07-21,95527,57101,38426,233739
2020-07-28,99616,56571,43045,239440
2020-08-04,97368,57882,39486,237232
2020-08-11,89745,55310,34435,232486
2020-08-18,100190,56063,44127,238681
2020-08-25,98841,50503,48338,232745
2020-09-01,104516,50932,53584,237717
2020-09-08,105688,49734,55954,241142
2020-09-15,110455,51675,58780,250342
2020-09-22,123536,55417,68119,258255
2020-09-29,114088,59822,54266,239254
2020-10-06,107313,53501,53812,231845
2020-10-13,118922,59593,59329,240920
2020-10-20,130507,63394,67113,253749
2020-10-27,126719,59633,67086,243678
2020-11-03,115391,54328,61063,236668
2020-11-10,120183,55240,64943,231980
2020-11-17,123555,56420,67135,232676
2020-11-24,130550,56394,74156,240354
2020-12-01,134673,54492,80181,246228
2020-12-08,136911,56347,80564,248870
2020-12-15,133919,61228,72691,251429
2020-12-21,132955,61177,71778,255646
2020-12-29,132537,60879,71658,251859
2021-01-05,135458,65553,69905,262775
2021-01-12,131882,64495,67387,258126
2021-01-19,132827,63891,68936,262369
2021-01-26,132193,60896,71297,260484
2021-02-02,132276,64795,67481,262242
2021-02-09,142093,69359,72734,271960
2021-02-16,147759,72544,75215,282386
2021-02-23,140632,64878,75754,279660
2021-03-02,132334,65812,66522,266066
2021-03-09,114660,62393,52267,252525
2021-03-16,109921,62445,47476,254068
2021-03-23,110659,63968,46691,252231
2021-03-30,105015,60401,44614,238493
2021-04-06,110769,66909,43860,255691
2021-04-13,104610,67878,36732,247545
2021-04-20,110699,66670,44029,265032
2021-04-27,120996,70741,50255,270097
2021-05-04,129573,74872,54701,276951
2021-05-11,119497,72836,46661,284447
2021-05-18,109937,69878,40059,266482
2021-05-25,94733,70189,24544,244726
2021-06-01,92862,73378,19484,248544
2021-06-08,92038,75984,16054,249910
2021-06-15,90993,78445,12548,247038
2021-06-22,83374,73743,9631,223880
2021-06-29,84120,71912,12208,210964
2021-07-06,84843,68445,16398,216661
2021-07-13,83176,65917,17259,215447
2021-07-20,81792,61164,20628,212811
2021-07-27,92946,55276,37670,225302
2021-08-03,92165,56876,35289,225757
2021-08-10,89109,59829,29280,214106
2021-08-17,86189,65878,20311,222286
2021-08-24,73293,65170,8123,206454
2021-08-31,78358,56326,22032,201398
2021-09-07,78247,54699,23548,201535
2021-09-14,81370,52455,28915,205327
2021-09-21,78854,59564,19290,202882
2021-09-28,78789,59751,19038,194393
2021-10-05,76816,62005,14811,195488
2021-10-12,84627,61603,23024,206607
2021-10-19,104099,63480,40619,248058
2021-10-26,99055,61339,37716,236663
2021-11-02,89150,56567,32583,228551
2021-11-09,83150,60226,22924,224532
2021-11-16,81653,61244,20409,219353
2021-11-23,72214,57959,14255,197879
2021-11-30,68187,58901,9286,191465
2021-12-07,63227,56178,7049,181012
2021-12-14,62494,56021,6473,178867
2021-12-21,60361,56608,3753,176948
2021-12-28,70462,56641,13821,185255
2022-01-04,74711,55639,19072,191672
2022-01-11,73103,57121,15982,195530
2022-01-18,77076,55159,21917,211169
2022-01-25,78081,51999,26082,214683
2022-02-01,69252,52991,16261,207153
2022-02-08,74229,55470,18759,211800
2022-02-15,84135,53537,30598,222555
2022-02-22,80791,54971,25820,215070
2022-03-01,75684,53273,22411,206254
2022-03-08,87795,55752,32043,215469
2022-03-15,73117,54029,19088,195567
2022-03-22,81604,54609,26995,210430
2022-03-29,86777,55857,30920,213595
2022-04-05,91652,54630,37022,229082
2022-04-12,82807,58536,24271,216623
2022-04-19,84318,64376,19942,216048
2022-04-26,71446,74560,-3114,203026
2022-05-03,66535,81717,-15182,199667
2022-05-10,57699,80330,-22631,200798
2022-05-17,53440,76848,-23408,206017
2022-05-24,54487,72945,-18458,201355
2022-05-31,55215,71407,-16192,202750
2022-06-07,60596,61464,-868,209824
2022-06-14,52734,64946,-12212,202743
2022-06-21,51036,70927,-19891,205131
2022-06-28,48452,77753,-29301,197525
2022-07-05,54558,85172,-30614,200704
2022-07-12,52326,78067,-25741,192025
2022-07-19,51197,74509,-23312,197184
2022-07-26,52869,78685,-25816,197420
2022-08-02,50495,76879,-26384,200385
2022-08-09,49951,76676,-26725,206630
2022-08-16,47352,73836,-26484,203258
2022-08-23,50618,67808,-17190,195146
2022-08-30,47146,69697,-22551,171167
2022-09-06,46954,70075,-23121,173058
2022-09-13,45513,62290,-16777,172605
2022-09-20,47814,65773,-17959,178244
2022-09-27,52172,78531,-26359,188020
2022-10-04,51705,68989,-17284,180226
2022-10-11,52007,66580,-14573,181937
2022-10-18,50423,69660,-19237,193890
2022-10-25,50485,66557,-16072,194446
2022-11-01,51726,58611,-6885,192950
2022-11-08,56456,53529,2927,189859
2022-11-15,61804,51638,10166,193095
2022-11-22,53404,50950,2454,166623
2022-11-29,52251,50752,1499,160246
2022-12-06,56432,54659,1773,177729
2022-12-13,58492,55969,2523,181969
2022-12-20,56406,55644,762,176772
2022-12-27,59180,58527,653,177940
2023-01-03,58078,62644,-4566,181654
2023-01-10,76118,65003,11115,217936
2023-01-17,87068,69386,17682,242969
2023-01-24,89017,68115,20902,257824
2023-01-31,87025,68590,18435,260219
2023-02-07,74276,72891,1385,256259
2023-02-14,65588,72682,-7094,253143
2023-02-21,73099,72313,786,264418
2023-02-28,59331,67338,-8007,221481
2023-03-07,62159,72552,-10393,234810
2023-03-14,51921,68671,-16750,232736
2023-03-21,47875,63457,-15582,229233
2023-03-28,54870,58541,-3671,234363
2023-04-04,58573,63518,-4945,240757
2023-04-11,54003,59773,-5770,230616
2023-04-18,65122,57970,7152,228949
2023-04-25,55097,73930,-18833,220593
2023-05-02,52784,75549,-22765,215746
2023-05-09,53311,79134,-25823,214618
2023-05-16,57464,90041,-32577,238188
2023-05-23,59208,88474,-29266,244297
2023-05-30,53996,89708,-35712,242766
2023-06-06,55700,81792,-26092,250630
2023-06-13,60968,73804,-12836,233827
2023-06-20,64227,62003,2224,227411
2023-06-27,63624,61160,2464,207382
2023-07-03,58219,67504,-9285,201351
2023-07-11,59109,70445,-11336,212995
2023-07-18,67164,71196,-4032,234224
2023-07-25,74239,73260,979,256481
2023-08-01,80120,70088,10032,257865
2023-08-08,70536,81101,-10565,246959
2023-08-15,65275,91965,-26690,244110
2023-08-22,62552,87377,-24825,230656
2023-08-29,62151,78550,-16399,204580
2023-09-05,66713,73550,-6837,208580
2023-09-12,66218,79339,-13121,211747
2023-09-19,67480,84410,-16930,218473
2023-09-26,70705,100119,-29414,231521
2023-10-03,68261,90408,-22147,225753
2023-10-10,65038,80875,-15837,220009
2023-10-17,69557,96227,-26670,240400
2023-10-24,70431,91379,-20948,245229
2023-10-31,69168,86375,-17207,240219
2023-11-07,65125,75470,-10345,230917
2023-11-14,60755,77635,-16880,223300
2023-11-21,64638,67918,-3280,208405
2023-11-28,62735,65701,-2966,187406
2023-12-05,62380,63963,-1583,191221
2023-12-12,65381,69218,-3837,190972
2023-12-19,74847,69133,5714,208736
2023-12-26,73281,65843,7438,204082
2024-01-02,70412,61719,8693,208027
2024-01-09,63008,76028,-13020,225409
2024-01-16,61007,86390,-25383,240498
2024-01-23,64808,94751,-29943,256252
2024-01-30,70701,79135,-8434,254989
2024-02-06,69632,83539,-13907,268927
2024-02-13,74876,108451,-33575,283667
2024-02-20,77291,94937,-17646,258436
2024-02-27,67724,71755,-4031,208274
2024-03-05,69297,76662,-7365,217182
2024-03-12,87679,82841,4838,249969
2024-03-19,129050,94523,34527,326032
2024-03-26,121998,98391,23607,326936
2024-04-02,129277,108110,21167,348639
2024-04-09,149191,105231,43960,380814
2024-04-16,147621,100699,46922,384515
2024-04-23,150673,95436,55237,409470
2024-04-30,156041,98585,57456,382560
2024-05-07,164457,102281,62176,392163
2024-05-14,167803,105962,61841,425593
2024-05-21,164141,96093,68048,437417
2024-05-28,155584,93359,62225,402490
2024-06-04,140600,83706,56894,374596
2024-06-11,136717,79341,57376,362236
2024-06-18,131160,82646,48514,355138
2024-06-25,131165,86533,44632,316871
2024-07-02,131408,87498,43910,321609
2024-07-09,138009,87442,50567,340106
2024-07-16,136120,82185,53935,342531
2024-07-23,108710,72975,35735,327120
2024-07-30,96417,75033,21384,325141
2024-08-06,83205,65092,18113,318990
2024-08-13,80830,67034,13796,296938
2024-08-20,87617,69983,17634,297198
2024-08-27,87484,69114,18370,265971
2024-09-03,76278,62011,14267,249421
2024-09-10,74095,60000,14095,250204
2024-09-17,79031,57764,21267,258958
2024-09-24,95618,60713,34905,292616
2024-10-01,107121,64594,42527,307666
2024-10-08,103297,61488,41809,301516
2024-10-15,97220,62740,34480,300940
2024-10-22,99736,67596,32140,300124
2024-10-29,98099,73278,24821,295893
2024-11-05,104868,78720,26148,306744
2024-11-12,93397,72516,20881,280777
2024-11-19,86014,70359,15655,275886
2024-11-26,82115,71686,10429,234833
2024-12-03,84453,73694,10759,244517
2024-12-10,82350,71550,10800,238993
2024-12-17,78875,73595,5280,238995
2024-12-24,79768,78656,1112,244612
2024-12-31,84951,83864,1087,247950
2025-01-07,86696,82491,4205,249420
2025-01-14,82282,71360,10922,247157
2025-01-21,85092,70067,15025,254749
2025-01-28,83523,71499,12024,263378
2025-02-04,88120,74620,13500,266476
2025-02-11,98253,79456,18797,290716
2025-02-18,95029,74952,20077,286175
2025-02-25,88015,72655,15360,243832
2025-03-04,84842,75424,9418,243549
2025-03-11,90000,75293,14707,258962
2025-03-18,93222,73538,19684,278581
2025-03-25,96348,69352,26996,302464
2025-04-01,88823,63951,24872,288860
2025-04-08,75513,57826,17687,284106
2025-04-15,70802,57353,13449,256154
2025-04-22,74391,55785,18606,247642
2025-04-29,70332,53662,16670,224293
2025-05-06,69735,50946,18789,226124
2025-05-13,68911,50596,18315,228762
2025-05-20,65597,47512,18085,236503
2025-05-27,66777,46748,20029,231759
2025-06-03,68013,46871,21142,236227
2025-06-10,68761,45192,23569,233675
2025-06-17,63806,42650,21156,227821
2025-06-24,67833,40909,26924,229255
2025-07-01,72823,41993,30830,233576
2025-07-08,79773,43899,35874,259654
2025-07-15,72670,35392,37278,257681
2025-07-22,73069,36594,36475,269934
2025-07-29,72209,37771,34438,263128
2025-08-05,52606,31313,21293,241939
2025-08-12,56291,27734,28557,236462
2025-08-19,53855,27132,26723,238869
2025-08-26,54157,28814,25343,210899
2025-09-02,59223,34115,25108,217764
2025-09-09,62683,35629,27054,230932
2025-09-16,68937,37849,31088,247431
2025-09-23,72446,41098,31348,255470
2025-09-30,79448,46132,33316,263246
2025-10-07,92775,53448,39327,296143
2025-10-14,92389,49865,42524,299057
2025-10-21,89497,47097,42400,300575
2025-10-28,98325,47563,50762,314688
2025-11-04,96665,44617,52048,312604
2025-11-10,97485,45463,52022,312609
2025-11-18,94602,45282,49320,293221
2025-11-25,90640,47545,43095,251135
2025-12-02,96699,43980,52719,265632
2025-12-09,103744,42477,61267,276682
2025-12-16,103751,40955,62796,283745
2025-12-23,105274,39998,65276,289317
2025-12-30,98870,41267,57603,289657
2026-01-06,97239,41541,55698,307630
2026-01-13,92744,41769,50975,310517
2026-01-20,97981,46298,51683,314819
2026-01-27,98976,50901,48075,305347
2026-02-03,94778,47787,46991,315626
2026-02-10,91859,46721,45138,304397
2026-02-17,87552,28309,59243,303054
2026-02-24,87853,29660,58193,280446
2026-03-03,88247,31302,56945,264036
2026-03-10,82682,30726,51956,254140
2026-03-17,79467,30382,49085,248193
2026-03-24,67880,29884,37996,244638
2026-03-31,71920,30855,41065,239826
2026-04-07,73402,32036,41366,243811
2026-04-14,85995,31207,54788,270312
2026-04-21,89871,30485,59386,272834
2026-04-28,91711,28716,62995,246267
2026-05-05,95117,32769,62348,248308
2026-05-12,106679,32136,74543,291157
2026-05-19,105794,29954,75840,286261
2026-05-26,105463,32150,73313,293364
2026-06-02,111505,31906,79599,313585
2026-06-09,108215,32627,75588,304295
2026-06-16,106928,31041,75887,302254
2026-06-23,104564,31552,73012,295849
2026-06-30,97430,31290,66140,277806
2026-07-07,96636,30745,65891,272092
2026-07-14,99232,33603,65629,282589
2026-07-21,108487,33665,74822,295749
2026-07-28,102900,34403,68497,290573
2026-08-04,113913,36491,77422,310202
2026-08-11,113936,33433,80503,316036
2026-08-18,110261,30748,79513,296867
