report_date,noncomm_long,noncomm_short,net_long,open_interest
1996-07-09,11964,49560,-37596,271184
1996-07-16,11735,41055,-29320,250004
1996-07-23,14196,38658,-24462,239460
1996-07-30,14175,34323,-20148,234627
1996-08-06,17435,15557,1878,230514
1996-08-13,16789,14598,2191,230591
1996-08-20,15404,17023,-1619,229576
1996-08-27,16745,15025,1720,234967
1996-09-03,10422,24896,-14474,231238
1996-09-10,9530,56499,-46969,253087
1996-09-17,10102,62248,-52146,254442
1996-09-24,9146,65893,-56747,253447
1996-10-01,9218,71139,-61921,260245
1996-10-08,11253,67926,-56673,258393
1996-10-15,12870,65639,-52769,261892
1996-10-22,11009,48083,-37074,257035
1996-10-29,8890,54704,-45814,254007
1996-11-05,9954,64756,-54802,261847
1996-11-12,15451,53232,-37781,249496
1996-11-19,10834,50081,-39247,232977
1996-11-26,8031,64224,-56193,251568
1996-12-03,9534,65134,-55600,250446
1996-12-10,10287,50690,-40403,250199
1996-12-17,9551,49497,-39946,250013
1996-12-24,7963,49725,-41762,254443
1996-12-31,7329,53856,-46527,258554
1997-01-07,6533,60124,-53591,277673
1997-01-14,5901,61358,-55457,271474
1997-01-21,5767,58910,-53143,278361
1997-01-28,9057,49157,-40100,270412
1997-02-04,7767,56044,-48277,277151
1997-02-11,5840,54841,-49001,281937
1997-02-18,11399,47711,-36312,286554
1997-02-25,13092,33501,-20409,288423
1997-03-04,21177,16124,5053,284364
1997-03-11,14683,14841,-158,278643
1997-03-18,11872,21219,-9347,252822
1997-03-25,15597,21834,-6237,244172
1997-04-01,10070,18053,-7983,236110
1997-04-08,9184,16760,-7576,232027
1997-04-15,7944,35518,-27574,241537
1997-04-22,8871,44091,-35220,245113
1997-04-29,8249,45662,-37413,246102
1997-05-06,9730,46432,-36702,250794
1997-05-13,17214,28433,-11219,227217
1997-05-20,12916,37374,-24458,222590
1997-05-27,12984,36087,-23103,221772
1997-06-03,11856,35869,-24013,213326
1997-06-10,11573,39927,-28354,226071
1997-06-17,11205,41428,-30223,229376
1997-06-24,11692,59873,-48181,253008
1997-07-01,7356,71904,-64548,272823
1997-07-08,7431,79522,-72091,314536
1997-07-15,7633,77978,-70345,297221
1997-07-22,11483,68297,-56814,287134
1997-07-29,12102,64076,-51974,279003
1997-08-05,6614,73875,-67261,282559
1997-08-12,14855,60995,-46140,279213
1997-08-19,7157,60291,-53134,286277
1997-08-26,8077,57034,-48957,287175
1997-09-02,6598,63438,-56840,286627
1997-09-09,6583,62718,-56135,295455
1997-09-16,6388,61141,-54753,283664
1997-09-23,6451,62670,-56219,278562
1997-09-30,26698,38199,-11501,278217
1997-10-07,44161,27361,16800,272953
1997-10-14,32276,35197,-2921,262797
1997-10-21,15053,41124,-26071,259170
1997-10-28,7337,71431,-64094,318139
1997-11-04,7566,71379,-63813,321968
1997-11-11,8275,68958,-60683,320862
1997-11-18,11805,62637,-50832,286754
1997-11-25,7355,67577,-60222,268321
1997-12-02,9267,68508,-59241,275204
1997-12-09,8434,71274,-62840,283247
1997-12-16,7252,66689,-59437,271969
1997-12-23,8737,59974,-51237,271782
1997-12-30,6748,58626,-51878,267269
1998-01-06,5570,65915,-60345,280730
1998-01-13,7659,65249,-57590,265182
1998-01-20,7814,58791,-50977,260248
1998-01-27,10605,33119,-22514,256696
1998-02-03,11810,34654,-22844,262758
1998-02-10,12699,33222,-20523,273443
1998-02-17,10904,35811,-24907,266814
1998-02-24,9879,43109,-33230,272980
1998-03-03,12022,38621,-26599,276808
1998-03-10,10858,43548,-32690,278261
1998-03-17,8421,54008,-45587,274801
1998-03-24,8736,44314,-35578,252210
1998-03-31,15879,31114,-15235,242862
1998-04-07,38357,24265,14092,277782
1998-04-14,41573,25722,15851,274308
1998-04-21,44864,25194,19670,278410
1998-04-28,44271,20134,24137,272096
1998-05-05,35670,24440,11230,258803
1998-05-12,12634,31839,-19205,223279
1998-05-19,12148,30167,-18019,223512
1998-05-26,11537,34134,-22597,219726
1998-06-02,5854,59291,-53437,249571
1998-06-09,6894,56499,-49605,257565
1998-06-16,4473,64066,-59593,268857
1998-06-23,5155,40979,-35824,255413
1998-06-30,4926,38444,-33518,251553
1998-07-07,7649,40343,-32694,254441
1998-07-14,6146,40945,-34799,246031
1998-07-21,6052,36500,-30448,244418
1998-07-28,6415,44763,-38348,239728
1998-08-04,6907,64380,-57473,261286
1998-08-11,8022,65298,-57276,274463
1998-08-18,11256,68610,-57354,284231
1998-08-25,10703,68913,-58210,297026
1998-09-01,7324,73076,-65752,312572
1998-09-08,11112,55334,-44222,303896
1998-09-15,11663,25976,-14313,275660
1998-09-22,13165,27597,-14432,278492
1998-09-29,20952,20308,644,288094
1998-10-06,39979,9868,30111,311009
1998-10-13,35967,6831,29136,296742
1998-10-20,31266,7807,23459,289297
1998-10-27,21984,9762,12222,287661
1998-11-03,9640,27111,-17471,279299
1998-11-10,12212,15090,-2878,270055
1998-11-17,14458,9319,5139,227251
1998-11-24,16575,8319,8256,227268
1998-12-01,10609,15337,-4728,219769
1998-12-08,11486,15553,-4067,225373
1998-12-15,8295,20186,-11891,226216
1998-12-22,6791,33427,-26636,241414
1998-12-29,6264,40631,-34367,247842
1999-01-05,8018,50237,-42219,259687
1999-01-12,10278,48642,-38364,249749
1999-01-19,8970,60777,-51807,264384
1999-01-26,8459,66700,-58241,264346
1999-02-02,12931,68770,-55839,268646
1999-02-09,8836,66393,-57557,269427
1999-02-16,7746,72605,-64859,270868
1999-02-23,7831,74528,-66697,277963
1999-03-02,16128,71421,-55293,279314
1999-03-09,33547,31858,1689,277706
1999-03-16,10759,38978,-28219,245396
1999-03-23,8524,59545,-51021,254940
1999-03-30,6016,85760,-79744,273449
1999-04-06,7959,96301,-88342,282126
1999-04-13,11552,91272,-79720,275928
1999-04-20,11697,83954,-72257,278123
1999-04-27,12806,92624,-79818,286030
1999-05-04,19356,65998,-46642,274563
1999-05-11,13668,73254,-59586,281813
1999-05-18,9034,86961,-77927,278847
1999-05-25,8296,92378,-84082,286157
1999-06-01,22155,87833,-65678,291611
1999-06-08,9153,92554,-83401,310828
1999-06-15,10770,91521,-80751,324488
1999-06-22,9324,94715,-85391,331575
1999-06-29,9031,90665,-81634,329120
1999-07-06,9909,93057,-83148,340929
1999-07-13,9625,85766,-76141,308511
1999-07-20,9198,86670,-77472,307360
1999-07-27,14844,80521,-65677,293152
1999-08-03,17839,71353,-53514,298852
1999-08-10,16062,67367,-51305,307917
1999-08-17,22692,53167,-30475,308577
1999-08-24,15983,71521,-55538,307959
1999-08-31,19653,74967,-55314,320503
1999-09-07,18778,75286,-56508,324438
1999-09-14,21504,68852,-47348,310044
1999-09-21,31854,61077,-29223,318970
1999-09-28,63659,41069,22590,474595
1999-10-05,59567,31672,27895,512607
1999-10-12,50186,14243,35943,501362
1999-10-19,46638,13862,32776,492113
1999-10-26,40966,12634,28332,449240
1999-11-02,35699,11374,24325,454003
1999-11-09,31193,11045,20148,443292
1999-11-16,32280,9696,22584,356465
1999-11-23,38846,9552,29294,355052
1999-11-30,35114,10622,24492,334218
1999-12-07,26896,11956,14940,315082
1999-12-14,12928,15406,-2478,301410
1999-12-21,17145,20435,-3290,320393
1999-12-28,17861,19963,-2102,332618
2000-01-04,16855,21926,-5071,309856
2000-01-11,21893,21841,52,305508
2000-01-18,25196,18951,6245,276473
2000-01-25,24056,17240,6816,271210
2000-02-01,23576,20602,2974,257978
2000-02-08,48581,19759,28822,337869
2000-02-15,50402,8532,41870,344235
2000-02-22,60138,6783,53355,361751
2000-02-29,45451,7929,37522,331484
2000-03-07,42125,8512,33613,319007
2000-03-14,36715,11597,25118,287736
2000-03-21,35434,12549,22885,291373
2000-03-28,15555,25123,-9568,264550
2000-04-04,18124,39047,-20923,278250
2000-04-11,15132,37321,-22189,274049
2000-04-18,16100,35998,-19898,272858
2000-04-25,16000,41982,-25982,270539
2000-05-02,15357,48616,-33259,282070
2000-05-09,16052,43119,-27067,277767
2000-05-16,14165,44296,-30131,235261
2000-05-23,13801,52077,-38276,237926
2000-05-30,15844,59340,-43496,233723
2000-06-06,23849,27590,-3741,235328
2000-06-13,30339,14168,16171,229685
2000-06-20,31736,10549,21187,232484
2000-06-27,30366,12419,17947,229537
2000-07-05,30224,12780,17444,234086
2000-07-11,26739,15095,11644,227343
2000-07-18,24719,17577,7142,205510
2000-07-25,23171,20730,2441,191412
2000-08-01,21201,27484,-6283,177549
2000-08-08,19059,45084,-26025,188198
2000-08-15,17406,50311,-32905,199642
2000-08-22,18667,46677,-28010,198817
2000-08-29,18661,48775,-30114,200638
2000-09-05,19610,40024,-20414,194312
2000-09-12,18951,47308,-28357,196409
2000-09-19,18950,52103,-33153,201316
2000-09-26,20286,48280,-27994,199215
2000-10-03,19421,42030,-22609,189356
2000-10-10,21798,49380,-27582,198654
2000-10-17,25136,44594,-19458,194991
2000-10-24,25605,48557,-22952,197999
2000-10-31,16431,54494,-38063,204461
2000-11-07,15404,54760,-39356,208032
2000-11-14,15091,56143,-41052,191092
2000-11-21,15629,58051,-42422,185782
2000-11-28,15437,47661,-32224,182403
2000-12-05,15769,39178,-23409,173722
2000-12-12,18235,30884,-12649,169897
2000-12-19,16054,34064,-18010,173593
2000-12-26,18215,27818,-9603,176454
2001-01-02,16272,37362,-21090,173653
2001-01-09,13373,49242,-35869,185321
2001-01-16,12548,67277,-54729,186119
2001-01-23,14957,69568,-54611,190685
2001-01-30,18084,68929,-50845,192364
2001-02-06,15628,65608,-49980,187957
2001-02-13,14681,71524,-56843,196888
2001-02-20,15922,79185,-63263,205623
2001-02-27,18553,66338,-47785,212593
2001-03-06,16185,56767,-40582,200220
2001-03-13,21121,39729,-18608,189856
2001-03-20,12710,46207,-33497,184769
2001-03-27,12939,42337,-29398,184687
2001-04-03,10164,58553,-48389,180033
2001-04-10,10424,66425,-56001,193468
2001-04-17,10839,50610,-39771,181715
2001-04-24,12866,40798,-27932,175083
2001-05-01,13470,34623,-21153,171186
2001-05-08,13886,32225,-18339,169911
2001-05-15,29871,24524,5347,152519
2001-05-22,56444,14490,41954,207704
2001-05-29,56754,10916,45838,198913
2001-06-05,34489,8496,25993,169995
2001-06-12,33261,12006,21255,177598
2001-06-19,35787,11762,24025,188570
2001-06-26,39484,11816,27668,202033
2001-07-03,33949,11696,22253,185908
2001-07-10,31992,16073,15919,182745
2001-07-17,30863,17338,13525,163897
2001-07-24,32079,15426,16653,160497
2001-07-31,24037,24588,-551,146634
2001-08-07,24827,24603,224,143524
2001-08-14,51635,15990,35645,173181
2001-08-21,58093,15263,42830,185285
2001-08-28,47077,16029,31048,169313
2001-09-04,45911,16003,29908,172183
2001-09-10,43492,19028,24464,169550
2001-09-18,49242,14497,34745,175518
2001-09-25,57592,14110,43482,190076
2001-10-02,56816,13643,43173,196180
2001-10-09,55637,12979,42658,198102
2001-10-16,44786,14406,30380,186828
2001-10-23,36089,17355,18734,176631
2001-10-30,32992,16360,16632,180675
2001-11-06,32554,16536,16018,172589
2001-11-13,29495,19449,10046,150368
2001-11-20,25798,30871,-5073,153930
2001-11-27,23930,31934,-8004,150355
2001-12-04,26439,33274,-6835,145846
2001-12-11,25140,45686,-20546,155417
2001-12-18,30418,30463,-45,155703
2001-12-21,26717,29139,-2422,152501
2001-12-28,27601,28112,-511,151637
2002-01-08,28456,21595,6861,152325
2002-01-15,48864,14297,34567,168770
2002-01-22,46124,15146,30978,172691
2002-01-29,31254,13620,17634,166638
2002-02-05,58261,14875,43386,205775
2002-02-12,66794,19022,47772,217485
2002-02-19,65249,20760,44489,211381
2002-02-26,62881,22076,40805,213281
2002-03-05,59695,16844,42851,208770
2002-03-12,52898,16065,36833,189747
2002-03-19,49016,16066,32950,188558
2002-03-26,54396,14434,39962,201927
2002-04-02,64970,18680,46290,219423
2002-04-09,65551,20437,45114,210915
2002-04-16,60678,20138,40540,211102
2002-04-23,68166,18946,49220,225258
2002-04-30,77560,20856,56704,253774
2002-05-07,81322,24350,56972,269188
2002-05-14,71216,29725,41491,240083
2002-05-21,78777,26126,52651,247690
2002-05-28,80787,31281,49506,262937
2002-06-04,78185,25579,52606,261676
2002-06-11,71846,17309,54537,242692
2002-06-18,67896,17411,50485,233244
2002-06-25,67214,19599,47615,245417
2002-07-02,55967,18447,37520,231637
2002-07-09,48882,18123,30759,234183
2002-07-16,48893,20797,28096,224647
2002-07-23,50104,19742,30362,222205
2002-07-30,28437,24398,4039,198100
2002-08-06,25773,21580,4193,197947
2002-08-13,27402,23366,4036,205658
2002-08-20,29204,21834,7370,213242
2002-08-27,28634,23746,4888,215778
2002-09-03,30215,22412,7803,216465
2002-09-10,45477,24316,21161,232883
2002-09-17,46570,19885,26685,214958
2002-09-24,69269,24515,44754,245399
2002-10-01,68560,22444,46116,235276
2002-10-08,62792,20732,42060,228000
2002-10-15,41406,22621,18785,210509
2002-10-22,35072,23190,11882,209644
2002-10-29,33619,15316,18303,211422
2002-11-05,38971,16221,22750,214334
2002-11-12,57696,16799,40897,246047
2002-11-19,56352,14878,41474,231988
2002-11-26,50739,13862,36877,207124
2002-12-03,45811,14374,31437,202132
2002-12-10,71424,20798,50626,230905
2002-12-17,87027,29318,57709,275329
2002-12-23,86490,26398,60092,285668
2002-12-31,88162,25982,62180,287346
2003-01-07,93743,27548,66195,304648
2003-01-14,94090,28889,65201,307547
2003-01-21,96094,28430,67664,317358
2003-01-28,95552,30900,64652,320798
2003-02-04,106450,31344,75106,344590
2003-02-11,90719,32032,58687,320562
2003-02-14,70305,29716,40589,312753
2003-02-25,60142,30081,30061,309765
2003-03-04,58549,25393,33156,295715
2003-03-11,59428,26561,32867,301963
2003-03-18,46356,28832,17524,304609
2003-03-25,40295,15680,24615,294112
2003-04-01,39072,15395,23677,253880
2003-04-08,41677,20366,21311,258436
2003-04-15,43926,26690,17236,267940
2003-04-22,45632,25256,20376,268251
2003-04-29,44069,24461,19608,263158
2003-05-06,48102,14889,33213,269113
2003-05-13,52285,14421,37864,290914
2003-05-20,76518,12832,63686,314505
2003-05-27,79105,9051,70054,301020
2003-06-03,92294,4660,87634,302730
2003-06-10,77692,7361,70331,300902
2003-06-17,80709,9590,71119,311876
2003-06-24,63882,9271,54611,311755
2003-07-01,57440,8218,49222,309104
2003-07-08,54403,10241,44162,308839
2003-07-15,47174,18677,28497,311338
2003-07-22,55410,17030,38380,326722
2003-07-29,89898,14062,75836,384394
2003-08-05,70271,14159,56112,350055
2003-08-12,79398,14940,64458,369018
2003-08-19,99511,10769,88742,403040
2003-08-26,108719,11698,97021,425401
2003-09-02,138294,15176,123118,485893
2003-09-09,143745,24279,119466,515629
2003-09-16,136776,26019,110757,505726
2003-09-23,146534,27347,119187,538490
2003-09-30,140835,26312,114523,488249
2003-10-07,113877,14189,99688,454861
2003-10-14,112485,12823,99662,439081
2003-10-21,120024,12711,107313,454168
2003-10-28,131873,14377,117496,463229
2003-11-04,124562,11699,112863,457162
2003-11-11,129142,16047,113095,478636
2003-11-18,143000,16627,126373,515005
2003-11-25,136415,10374,126041,441873
2003-12-02,145456,13428,132028,455911
2003-12-09,141727,15031,126696,466993
2003-12-16,149919,15656,134263,473081
2003-12-22,146014,16426,129588,474012
2003-12-30,148832,13977,134855,480691
2004-01-06,153033,16621,136412,495015
2004-01-13,151716,13822,137894,515509
2004-01-20,129218,14953,114265,476855
