report_date,noncomm_long,noncomm_short,net_long,open_interest
2016-08-30,349497,57789,291708,779556
2016-09-06,387403,57280,330123,831338
2016-09-13,359951,57625,302326,806108
2016-09-20,332163,59508,272655,793177
2016-09-27,368769,57647,311122,792666
2016-10-04,329257,67611,261646,761990
2016-10-11,286209,75612,210597,731252
2016-10-18,275517,80622,194895,728151
2016-10-25,288565,76152,212413,736562
2016-11-01,296065,71158,224907,739201
2016-11-08,292443,69295,223148,748147
2016-11-15,241712,66974,174738,712406
2016-11-22,235809,77094,158715,634083
2016-11-29,223023,80317,142706,600844
2016-12-06,219675,92020,127655,608167
2016-12-13,219955,99779,120176,623974
2016-12-20,205182,101564,103618,647827
2016-12-27,198934,107749,91185,597450
2017-01-03,201488,111370,90118,616679
2017-01-10,210142,103616,106526,646101
2017-01-17,218615,111734,106881,689307
2017-01-24,208534,101210,107324,703456
2017-01-31,211867,92774,119093,578481
2017-02-07,218908,97539,121369,622522
2017-02-14,209869,99432,110437,627910
2017-02-21,221880,92627,129253,651490
2017-02-28,250708,82604,168104,656489
2017-03-07,226803,95302,131501,645146
2017-03-14,197853,100119,97734,643969
2017-03-21,223754,101618,122136,677776
2017-03-28,231300,87413,143887,645306
2017-04-04,241650,80467,161183,628054
2017-04-11,253798,76667,177131,681606
2017-04-18,277499,77156,200343,725021
2017-04-25,280182,83923,196259,667987
2017-05-02,269482,84476,185006,656510
2017-05-09,222393,81007,141386,637559
2017-05-16,210705,90449,120256,640232
2017-05-23,239655,80045,159610,697601
2017-05-30,253634,81826,171808,625626
2017-06-06,319033,104932,214101,728589
2017-06-13,300066,102945,197121,682626
2017-06-20,251826,100240,151586,650158
2017-06-27,234322,102165,132157,634481
2017-07-03,214572,123891,90681,650201
2017-07-11,206889,151855,55034,677637
2017-07-18,212660,154615,58045,686311
2017-07-25,219210,126875,92335,673706
2017-08-01,244336,108695,135641,652786
2017-08-08,244193,94351,149842,637727
2017-08-15,276766,84935,191831,694319
2017-08-22,294775,79323,215452,741455
2017-08-29,329175,82736,246439,790158
2017-09-05,349610,84689,264921,860258
2017-09-12,360861,86441,274420,855055
2017-09-19,336962,84186,252776,824227
2017-09-26,312622,84605,228017,764017
2017-10-03,290944,78464,212480,736096
2017-10-10,288982,74443,214539,743032
2017-10-17,288767,79121,209646,746761
2017-10-24,278192,79596,198596,742440
2017-10-31,269343,72657,196686,725380
2017-11-07,275021,73669,201352,731832
2017-11-14,277018,74549,202469,740799
2017-11-21,274718,68971,205747,735317
2017-11-28,294975,59766,235209,667490
2017-12-05,254655,74588,180067,642172
2017-12-12,196653,90067,106586,633192
2017-12-19,193343,76845,116498,629799
2017-12-26,204260,65367,138893,622956
2018-01-02,246679,74658,172021,691269
2018-01-09,292883,80822,212061,747536
2018-01-16,307693,83388,224305,813562
2018-01-23,309695,79888,229807,820887
2018-01-30,308903,83116,225787,777810
2018-02-06,285575,77404,208171,760071
2018-02-13,264687,72237,192450,746321
2018-02-20,269719,62493,207226,774163
2018-02-27,255633,72111,183522,726602
2018-03-06,255216,61879,193337,723005
2018-03-13,238550,63987,174563,732155
2018-03-20,223456,70140,153316,755377
2018-03-27,267781,55903,211878,740664
2018-04-03,241458,68277,173181,702091
2018-04-10,245285,81058,164227,725402
2018-04-17,249337,75420,173917,745971
2018-04-24,229195,87282,141913,731775
2018-05-01,203301,99934,103367,715229
2018-05-08,191839,88299,103540,699566
2018-05-15,182272,101695,80577,740326
2018-05-22,167912,90502,77410,730741
2018-05-29,189253,76499,112754,670827
2018-06-05,180812,73567,107245,648436
2018-06-12,185374,69914,115460,651671
2018-06-19,181231,97481,83750,691070
2018-06-26,181874,116883,64991,664598
2018-07-03,195827,129508,66319,714279
2018-07-10,197589,128533,69056,719736
2018-07-17,193798,154907,38891,768264
2018-07-24,197879,165548,32331,751269
2018-07-31,191548,174615,16933,661303
2018-08-07,187470,194465,-6995,684599
2018-08-14,190922,216271,-25349,741105
2018-08-21,192353,216317,-23964,772428
2018-08-28,194185,211137,-16952,719898
2018-09-04,178426,212682,-34256,717213
2018-09-11,176273,204790,-28517,713486
2018-09-18,177441,206360,-28919,717124
2018-09-25,177071,209835,-32764,678450
2018-10-02,178735,213936,-35201,690249
2018-10-09,158844,215842,-56998,705337
2018-10-16,183927,168968,14959,739876
2018-10-23,187549,159145,28404,758944
2018-10-30,162336,156360,5976,720853
2018-11-06,163124,150914,12210,746222
2018-11-13,152829,175760,-22931,786537
2018-11-20,160162,155544,4618,781916
2018-11-27,153169,155689,-2520,629993
2018-12-04,173697,120977,52720,602198
2018-12-11,171352,102651,68701,616571
2018-12-18,187680,100183,87497,649633
2018-12-24,218002,86647,131355,716336
2018-12-31,226143,81238,144905,705063
2019-01-08,211813,90522,121291,706555
2019-01-15,215794,102817,112977,758539
2019-01-22,198900,101961,96939,767712
2019-01-29,230729,106540,124189,731659
2019-02-05,233655,102889,130766,742347
2019-02-12,228856,102304,126552,735815
2019-02-19,270316,99688,170628,826311
2019-02-26,255148,94213,160935,742474
2019-03-05,203709,106313,97396,699480
2019-03-12,215315,116463,98852,773326
2019-03-19,217719,105592,112127,774937
2019-03-26,226844,89719,137125,744171
2019-04-02,194833,95862,98971,658649
2019-04-09,206809,89464,117345,677719
2019-04-16,177281,121565,55716,674009
2019-04-23,166966,130944,36022,673157
2019-04-30,177741,107592,70149,637690
2019-05-07,186303,108157,78146,665348
2019-05-14,228224,99775,128449,740685
2019-05-21,191767,112079,79688,724237
2019-05-28,194997,109463,85534,669686
2019-06-04,252842,77176,175666,720079
2019-06-11,260843,54903,205940,764776
2019-06-18,291475,55943,235532,858867
2019-06-25,338456,59492,278964,1014917
2019-07-02,344370,49547,294823,1031393
2019-07-09,330682,56127,274555,1010098
2019-07-16,338248,58974,279274,1038695
2019-07-23,338099,58268,279831,1088147
2019-07-30,347815,54968,292847,964960
2019-08-06,402556,55933,346623,1112432
2019-08-13,396224,51957,344267,1183351
2019-08-20,398983,49336,349647,1189816
2019-08-27,415245,53872,361373,1215303
2019-09-03,414616,49918,364698,1217186
2019-09-10,361265,51491,309774,1125346
2019-09-17,373773,45464,328309,1177110
2019-09-24,404388,46423,357965,1247777
2019-10-01,347010,45509,301501,1050013
2019-10-08,364413,47494,316919,1078067
2019-10-15,341008,57789,283219,1058248
2019-10-22,345675,55143,290532,1064778
2019-10-29,358854,56439,302415,1034568
2019-11-05,363564,61883,301681,1071020
2019-11-12,327426,60236,267190,1087776
2019-11-19,348365,49178,299187,1105336
2019-11-26,326130,55994,270136,926134
2019-12-03,353144,56057,297087,983549
2019-12-10,327223,58277,268946,964413
2019-12-17,346765,55239,291526,1003799
2019-12-24,376789,54656,322133,1072332
2019-12-31,404435,53347,351088,1099823
2020-01-07,418349,60853,357496,1197110
2020-01-14,399791,57702,342089,1170516
2020-01-21,400893,57947,342946,1189723
2020-01-28,404290,49922,354368,1068985
2020-02-04,370971,59564,311407,1002910
2020-02-11,377807,50440,327367,1013330
2020-02-18,443404,54601,388803,1140854
2020-02-25,437286,50894,386392,1222538
2020-03-03,411491,43173,368318,1226461
2020-03-10,377884,34302,343582,1236887
2020-03-17,314830,38517,276313,1161072
2020-03-24,338965,26203,312762,1254370
2020-03-31,300142,31730,268412,992626
2020-04-07,308039,32377,275662,1053747
2020-04-14,324629,34566,290063,1142624
2020-04-21,308178,31422,276756,1067082
2020-04-28,314091,28026,286065,1023747
2020-05-05,303829,28258,275571,1009319
2020-05-12,306235,37321,268914,1013123
2020-05-19,328535,44994,283541,1086271
2020-05-26,306857,53213,253644,903115
2020-06-02,293337,56040,237297,874543
2020-06-09,284766,59413,225353,875907
2020-06-16,299684,57187,242497,910794
2020-06-23,335264,59738,275526,1004682
2020-06-30,355678,65306,290372,990185
2020-07-07,366449,73204,293245,1008422
2020-07-14,358149,69220,288929,1016765
2020-07-21,365334,66619,298715,1076205
2020-07-28,351980,74380,277600,1127029
2020-08-04,360749,76066,284683,1135911
2020-08-11,334415,74696,259719,1091080
2020-08-18,332467,67399,265068,1125064
2020-08-25,315720,65623,250097,1077350
2020-09-01,326208,65489,260719,1031272
2020-09-08,329872,65683,264189,1018960
2020-09-15,343484,70105,273379,1052825
2020-09-22,316182,74339,241843,1027946
2020-09-29,318439,74262,244177,911902
2020-10-06,323385,72994,250391,908492
2020-10-13,323584,85353,238231,905764
2020-10-20,335320,84464,250856,936622
2020-10-27,326472,80116,246356,886856
2020-11-03,321154,81056,240098,882150
2020-11-10,309798,79608,230190,873170
2020-11-17,318920,78123,240797,875225
2020-11-24,301253,80042,221211,751804
2020-12-01,307994,67508,240486,746427
2020-12-08,326610,72333,254277,778040
2020-12-15,327152,72863,254289,773839
2020-12-21,338437,76115,262322,799618
2020-12-29,341623,77288,264335,747305
2021-01-05,358500,77829,280671,810238
2021-01-12,312665,73608,239057,754574
2021-01-19,305270,64899,240371,735630
2021-01-26,311942,60623,251319,700842
2021-02-02,308430,61591,246839,695241
2021-02-09,303811,62702,241109,689620
2021-02-16,292235,72266,219969,686558
2021-02-23,288037,71192,216845,632438
2021-03-02,259021,77096,181925,645514
2021-03-09,247600,80436,167164,676057
2021-03-16,251664,76613,175051,676965
2021-03-23,256838,88597,168241,684841
2021-03-30,256060,98499,157561,638136
2021-04-06,276945,89222,187723,633809
2021-04-13,269947,90112,179835,630094
2021-04-20,279947,95778,184169,657138
2021-04-27,275176,101690,173486,635455
2021-05-04,274993,100318,174675,638934
2021-05-11,292027,88096,203931,704587
2021-05-18,301372,86970,214402,751663
2021-05-25,306983,74028,232955,699958
2021-06-01,308131,73089,235042,683388
2021-06-08,309317,77218,232099,679113
2021-06-15,291112,80341,210771,661687
2021-06-22,256195,85028,171167,634981
2021-06-29,259729,92042,167687,608002
2021-07-06,281655,89604,192051,625552
2021-07-13,287452,85797,201655,659997
2021-07-20,289396,80169,209227,659539
2021-07-27,282356,76656,205700,636396
2021-08-03,282902,78576,204326,628660
2021-08-10,276009,106355,169654,628177
2021-08-17,292807,93427,199380,637788
2021-08-24,311348,90842,220506,658332
2021-08-31,325583,96608,228975,639860
2021-09-07,317677,101384,216293,636604
2021-09-14,319790,100886,218904,634212
2021-09-21,304600,109615,194985,623506
2021-09-28,299923,127208,172715,608409
2021-10-05,304848,115023,189825,610483
2021-10-12,306373,115050,191323,614277
2021-10-19,307708,108262,199446,616916
2021-10-26,328118,102675,225443,673722
2021-11-02,323962,98365,225597,673396
2021-11-09,362359,93919,268440,775386
2021-11-16,383211,99795,283416,837139
2021-11-23,339458,93116,246342,711387
2021-11-30,321265,86386,234879,685404
2021-12-07,312428,86085,226343,655042
2021-12-14,309950,98647,211303,653715
2021-12-21,310040,93538,216502,651027
2021-12-28,320306,92399,227907,650426
2022-01-04,312978,85778,227200,650245
2022-01-11,305412,89842,215570,699412
2022-01-18,305421,94480,210941,696202
2022-01-25,333483,87701,245782,723419
2022-02-01,291983,102221,189762,637298
2022-02-08,301253,90379,210874,647101
2022-02-15,335472,92710,242762,717041
2022-02-22,376435,94862,281573,808830
2022-03-01,379815,89109,290706,815986
2022-03-08,403514,82289,321225,921117
2022-03-15,373239,76567,296672,849700
2022-03-22,350553,69352,281201,823034
2022-03-29,348923,70969,277954,762707
2022-04-05,346004,80271,265733,745645
2022-04-12,367710,83365,284345,795447
2022-04-19,356575,90027,266548,776562
2022-04-26,328977,92663,236314,728774
2022-05-03,307105,95830,211275,731812
2022-05-10,296031,97616,198415,741917
2022-05-17,286953,108588,178365,727353
2022-05-24,293447,97525,195922,717726
2022-05-31,281667,100484,181183,641087
2022-06-07,282854,98894,183960,622353
2022-06-14,277333,113712,163621,643209
2022-06-21,280420,105794,174626,639784
2022-06-28,278841,113751,165090,622359
2022-07-05,272216,125800,146416,641642
2022-07-12,252403,135552,116851,694137
2022-07-19,239928,147427,92501,677492
2022-07-26,245561,154136,91425,622683
2022-08-02,250210,121923,128287,613727
2022-08-09,250942,102308,148634,612376
2022-08-16,245125,101089,144036,598603
2022-08-23,242188,114585,127603,598932
2022-08-30,239565,121514,118051,581386
2022-09-06,233016,131444,101572,594783
2022-09-13,227701,133152,94549,593418
2022-09-20,215679,154893,60786,618780
2022-09-27,202890,156917,45973,584868
2022-10-04,220035,129614,90421,588463
2022-10-11,211710,120340,91370,574421
2022-10-18,204659,135314,69345,582348
2022-10-25,204646,145304,59342,606961
2022-11-01,211438,153807,57631,599297
2022-11-08,227232,142290,84942,645338
2022-11-15,240433,101404,139029,684124
2022-11-22,225322,100844,124478,570841
2022-11-29,221036,101593,119443,559524
2022-12-06,224486,99696,124790,566225
2022-12-13,241169,100755,140414,606562
2022-12-20,242015,99558,142457,606785
2022-12-27,244787,91648,153139,579634
2023-01-03,248177,88141,160036,606863
2023-01-10,261444,88837,172607,664014
2023-01-17,265514,88721,176793,705668
2023-01-24,276140,92279,183861,733468
2023-01-31,278607,89074,189533,661942
2023-02-07,239218,91184,148034,620608
2023-02-14,224854,99628,125226,605576
2023-02-21,222312,100512,121800,599637
2023-02-28,217124,104081,113043,575384
2023-03-07,219469,121338,98131,615245
2023-03-14,247133,92579,154554,676591
2023-03-21,253738,79356,174382,718931
2023-03-28,269277,69244,200033,711739
2023-04-04,292719,72676,220043,748112
2023-04-11,283793,67385,216408,736307
2023-04-18,284442,69290,215152,748698
2023-04-25,274670,64846,209824,704204
2023-05-02,289971,64808,225163,744202
2023-05-09,292966,67429,225537,794166
2023-05-16,273887,68621,205266,769191
2023-05-23,250863,68158,182705,722490
2023-05-30,242793,70074,172719,639126
2023-06-06,243769,64965,178804,625245
2023-06-13,229264,68351,160913,618147
2023-06-20,231792,68660,163132,621664
2023-06-27,222583,68986,153597,590757
2023-07-03,237916,72719,165197,609673
2023-07-11,244076,75455,168621,656397
2023-07-18,272528,72217,200311,676043
2023-07-25,253403,73571,179832,659555
2023-08-01,244060,74767,169293,596100
2023-08-08,229579,84857,144722,583740
2023-08-15,230043,110241,119802,594756
2023-08-22,220749,122001,98748,600009
2023-08-29,242873,115945,126928,597241
2023-09-05,239516,99618,139898,586886
2023-09-12,235884,112955,122929,585976
2023-09-19,238942,102190,136752,596410
2023-09-26,232836,120311,112525,573822
2023-10-03,209964,134697,75267,607491
2023-10-10,206202,145727,60475,623216
2023-10-17,225166,115081,110085,672669
2023-10-24,255354,102133,153221,740610
2023-10-31,269771,98347,171424,728673
2023-11-07,265469,92905,172564,720170
2023-11-14,258144,96593,161551,722583
2023-11-21,279754,96401,183353,763981
2023-11-28,306305,94738,211567,718454
2023-12-05,300340,89618,210722,702028
2023-12-12,274293,85382,188911,659677
2023-12-19,292797,83902,208895,702177
2023-12-26,304680,86874,217806,685284
2024-01-02,303949,85859,218090,700881
2024-01-09,276659,85518,191141,665286
2024-01-16,266752,84504,182248,668529
2024-01-23,244663,72260,172403,642602
2024-01-30,226288,74839,151449,580408
2024-02-06,233270,68838,164432,575677
2024-02-13,216251,87000,129251,576184
2024-02-20,213664,71117,142547,567260
2024-02-27,219282,75395,143887,551918
2024-03-05,281810,73558,208252,706068
2024-03-12,294594,72055,222539,776137
2024-03-19,286999,68712,218287,789118
2024-03-26,280381,62015,218366,723391
2024-04-02,306170,69596,236574,797856
2024-04-09,307527,73023,234504,865833
2024-04-16,297722,66138,231584,924186
2024-04-23,293050,64150,228900,898041
2024-04-30,287009,56478,230531,841013
2024-05-07,283164,57044,226120,861373
2024-05-14,296004,63254,232750,875249
2024-05-21,316204,58835,257369,931382
2024-05-28,298645,51780,246865,773824
2024-06-04,290723,46716,244007,736514
2024-06-11,277850,41684,236166,729754
2024-06-18,290952,40978,249974,743289
2024-06-25,288348,41806,246542,711234
2024-07-02,283399,41890,241509,719261
2024-07-09,303267,48031,255236,799427
2024-07-16,346202,57684,288518,953024
2024-07-23,326370,57804,268566,908046
2024-07-30,309068,57181,251887,815816
2024-08-06,290363,50179,240184,796080
2024-08-13,327369,52148,275221,865820
2024-08-20,356118,56334,299784,926026
2024-08-27,348663,53806,294857,840626
2024-09-03,339608,56535,283073,808325
2024-09-10,342388,61761,280627,827014
2024-09-17,374820,67056,307764,902570
2024-09-24,386538,72599,313939,994199
2024-10-01,365838,65139,300699,915249
2024-10-08,343554,66790,276764,875966
2024-10-15,353931,68392,285539,904588
2024-10-22,359274,64097,295177,983079
2024-10-29,361432,70484,290948,945200
2024-11-05,333578,66439,267139,926213
2024-11-12,309359,67091,242268,871454
2024-11-19,302352,60334,242018,850790
2024-11-26,302610,55689,246921,711924
2024-12-03,307808,49573,258235,709609
2024-12-10,327830,50400,277430,758752
2024-12-17,301635,40426,261209,715934
2024-12-24,284040,40659,243381,691049
2024-12-31,283560,37998,245562,658591
2025-01-07,295827,41496,254331,690485
2025-01-14,314574,36310,278264,756977
2025-01-21,340746,37539,303207,845135
2025-01-28,346742,40588,306154,805253
2025-02-04,365025,54869,310156,837198
2025-02-11,351041,57409,293632,867510
2025-02-18,334244,59469,274775,871137
2025-02-25,324930,57488,267442,773047
2025-03-04,311969,62968,249001,756299
2025-03-11,303640,61608,242032,779270
2025-03-18,335342,66773,268569,870033
2025-03-25,324724,66139,258585,826602
2025-04-01,324333,73451,250882,851437
2025-04-08,269017,65915,203102,775736
2025-04-15,282937,66537,216400,884929
2025-04-22,263736,68467,195269,978932
2025-04-29,249339,67460,181879,862598
2025-05-06,243775,62661,181114,902795
2025-05-13,239259,63239,176020,832416
2025-05-20,237118,57178,179940,861067
2025-05-27,233466,56404,177062,716227
2025-06-03,246981,55548,191433,710687
2025-06-10,245007,54825,190182,697081
2025-06-17,257540,56897,200643,742394
2025-06-24,246867,58320,188547,698970
2025-07-01,248372,55013,193359,668770
2025-07-08,249192,55553,193639,666313
2025-07-15,258374,54618,203756,678633
2025-07-22,304056,58776,245280,758541
2025-07-29,272933,55745,217188,648414
2025-08-05,283496,53279,230217,670740
2025-08-12,278472,57929,220543,663454
2025-08-19,261955,60085,201870,644005
2025-08-26,268942,59212,209730,633282
2025-09-02,310958,66526,244432,764782
2025-09-09,315939,60588,255351,817108
2025-09-16,312973,56894,256079,835822
2025-09-23,319773,60512,259261,898447
2025-09-30,309430,61349,248081,821734
2025-10-07,287427,62225,225202,849176
2025-10-14,261122,63391,197731,915454
2025-10-21,228568,62367,166201,926098
2025-10-28,238258,55381,182877,808428
2025-11-04,229475,50470,179005,792984
2025-11-10,233541,51222,182319,837169
2025-11-18,234387,53890,180497,846779
2025-11-25,239315,47721,191594,669455
2025-12-02,246642,42226,204416,664896
2025-12-09,252206,43202,209004,683904
2025-12-16,264606,45881,218725,761051
2025-12-23,275680,43823,231857,770129
2025-12-30,259440,39941,219499,743107
2026-01-06,255438,41695,213743,772291
2026-01-13,270880,40417,230463,844000
2026-01-20,265540,41612,223928,871555
2026-01-27,248908,42473,206435,793753
2026-02-03,205191,44004,161187,732325
2026-02-10,200356,44909,155447,726156
2026-02-17,202612,48021,154591,723906
2026-02-24,207877,45689,162188,699768
2026-03-03,208990,49099,159891,699876
2026-03-10,210640,44961,165679,709862
2026-03-17,211327,47976,163351,681393
2026-03-24,207469,46134,161335,692212
2026-03-31,204631,43935,160696,558977
2026-04-07,202470,48602,153868,550487
2026-04-14,208164,47045,161119,565169
2026-04-21,208123,47927,160196,556894
2026-04-28,204559,51055,153504,521553
2026-05-05,203487,46986,156501,526987
2026-05-12,212267,47093,165174,545067
2026-05-19,198358,49698,148660,543416
2026-05-26,196997,47337,149660,455126
2026-06-02,202178,30761,171417,434790
2026-06-09,200910,35006,165904,459311
2026-06-16,204164,29779,174385,479355
2026-06-23,208278,35394,172884,497446
2026-06-30,220217,38007,182210,500141
2026-07-07,224379,41214,183165,506482
2026-07-14,216895,40964,175931,522185
2026-07-21,216777,40582,176195,523471
2026-07-28,213558,39427,174131,493548
2026-08-04,221382,30734,190648,488312
2026-08-11,247970,33114,214856,564585
2026-08-18,252603,33108,219495,561817
